,Year,EVTYPE,State_Code,Property_Damage,Crop_Damage,Fatalities,Injuries,Total_Damage,Weather_Type,State_Name_Upper,State_Name_Lower
8016,2004,HIGH WIND,UT,690.85,210.2,0,31,901.05,SURGE/SURF,UTAH,Utah
8017,2004,LANDSLIDE,UT,40,0,0,0,40,LAND SLIDES,UTAH,Utah
8018,2004,LIGHTNING,UT,100,0,0,0,100,LIGHTNING,UTAH,Utah
8019,2004,STRONG WIND,UT,135.5,0,0,4,135.5,WIND,UTAH,Utah
8020,2004,THUNDERSTORM WIND,UT,104.5,0,0,0,104.5,STORMS,UTAH,Utah
8021,2004,THUNDERSTORM WINDS,UT,0.55,0,0,0,0.55,STORMS,UTAH,Utah
8022,2004,TORNADO,UT,101.25,0,0,2,101.25,TORNADO,UTAH,Utah
8023,2004,TSTM WIND,UT,20,0.2,0,0,20.2,STORMS,UTAH,Utah
8024,2004,WINTER STORM,UT,250,3,0,57,253,COLD WEATHER,UTAH,Utah
8025,2005,AVALANCHE,UT,0,0,0,1,0,AVALANCHE,UTAH,Utah
8026,2005,FLASH FLOOD,UT,294.2,0,1,0,294.2,FLOODS,UTAH,Utah
8027,2005,FLOOD,UT,1516,50,0,0,1566,FLOODS,UTAH,Utah
8028,2005,HAIL,UT,0,0.5,0,0,0.5,RAIN/HAIL,UTAH,Utah
8029,2005,HEAVY RAIN,UT,120,6,0,0,126,RAIN/HAIL,UTAH,Utah
8030,2005,HEAVY SNOW,UT,25,0.7,0,0,25.7,SNOW/ICE,UTAH,Utah
8031,2005,HIGH WIND,UT,153.4,408.8,0,1,562.2,SURGE/SURF,UTAH,Utah
8032,2005,LIGHTNING,UT,122.1,0,2,14,122.1,LIGHTNING,UTAH,Utah
8033,2005,STRONG WIND,UT,0.5,0,0,0,0.5,WIND,UTAH,Utah
8034,2005,THUNDERSTORM,UT,0.55,0,0,0,0.55,STORMS,UTAH,Utah
8035,2005,THUNDERSTORM WIND,UT,50,0,0,0,50,STORMS,UTAH,Utah
8036,2005,THUNDERSTORM WINDS,UT,2101.55,0,0,15,2101.55,STORMS,UTAH,Utah
8037,2005,TORNADO,UT,1402.65,3.7,0,1,1406.35,TORNADO,UTAH,Utah
8038,2005,TSTM WIND,UT,362,5,0,0,367,STORMS,UTAH,Utah
8039,2005,URBAN/SML STREAM FLD,UT,40,0,0,8,40,FLOODS,UTAH,Utah
8040,2006,DRY MICROBURST,UT,2.5,6,1,0,8.5,WIND,UTAH,Utah
8041,2006,FLASH FLOOD,UT,180,5,0,0,185,FLOODS,UTAH,Utah
8042,2006,FLOOD,UT,1196.5,0,0,0,1196.5,FLOODS,UTAH,Utah
8043,2006,HAIL,UT,85,24.4,0,0,109.4,RAIN/HAIL,UTAH,Utah
8044,2006,HEAVY RAIN,UT,398.5,31.8,0,0,430.3,RAIN/HAIL,UTAH,Utah
8045,2006,HEAVY SNOW,UT,40,8.2,0,0,48.2,SNOW/ICE,UTAH,Utah
8046,2006,HIGH WIND,UT,796.2,201,0,0,997.2,SURGE/SURF,UTAH,Utah
8047,2006,HIGH WINDS,UT,15,1,0,10,16,SURGE/SURF,UTAH,Utah
8048,2006,LIGHTNING,UT,353,0,0,2,353,LIGHTNING,UTAH,Utah
8049,2006,STRONG WIND,UT,22,0,0,0,22,WIND,UTAH,Utah
8050,2006,THUNDERSTORM WIND,UT,25,0,0,0,25,STORMS,UTAH,Utah
8051,2006,TORNADO,UT,45.03,1,0,0,46.03,TORNADO,UTAH,Utah
8052,2006,TSTM WIND,UT,1629.2,126.8,0,2,1756,STORMS,UTAH,Utah
8053,2006,TSTM WIND/HAIL,UT,8,5,0,0,13,RAIN/HAIL,UTAH,Utah
8054,2006,URBAN/SML STREAM FLD,UT,30,0,0,0,30,FLOODS,UTAH,Utah
8055,2006,WILDFIRE,UT,500,0,6,0,500,HOT/DRY WEATHER,UTAH,Utah
8056,2007,DRY MICROBURST,UT,0,0,1,0,0,WIND,UTAH,Utah
8057,2007,EXCESSIVE HEAT,UT,0,0,1,0,0,HOT/DRY WEATHER,UTAH,Utah
8058,2007,FLASH FLOOD,UT,3305,543.7,5,6,3848.7,FLOODS,UTAH,Utah
8059,2007,FLOOD,UT,190,0,0,0,190,FLOODS,UTAH,Utah
8060,2007,HAIL,UT,112,30.2,0,8,142.2,RAIN/HAIL,UTAH,Utah
8061,2007,HEAVY RAIN,UT,215.9,37,0,0,252.9,RAIN/HAIL,UTAH,Utah
8062,2007,HIGH WIND,UT,84,1,0,0,85,SURGE/SURF,UTAH,Utah
8063,2007,LIGHTNING,UT,203.5,0,8,10,203.5,LIGHTNING,UTAH,Utah
8064,2007,STRONG WIND,UT,15,0,0,0,15,WIND,UTAH,Utah
8065,2007,THUNDERSTORM WIND,UT,265,1,0,0,266,STORMS,UTAH,Utah
8066,2007,THUNDERSTORM WINDS,UT,50,0,0,0,50,STORMS,UTAH,Utah
8067,2007,TORNADO,UT,42.5,0,0,0,42.5,TORNADO,UTAH,Utah
8068,2007,TSTM WIND,UT,402.8,28.3,0,11,431.1,STORMS,UTAH,Utah
8069,2007,TSTM WIND/HAIL,UT,10,5,0,0,15,RAIN/HAIL,UTAH,Utah
8070,2007,WILD/FOREST FIRE,UT,70,40,1,0,110,HOT/DRY WEATHER,UTAH,Utah
8071,2007,WILDFIRE,UT,200,0,3,0,200,HOT/DRY WEATHER,UTAH,Utah
8072,2008,DRY MICROBURST,UT,5,3,0,0,8,WIND,UTAH,Utah
8073,2008,FLASH FLOOD,UT,2487.91,158,1,1,2645.91,FLOODS,UTAH,Utah
8074,2008,FLOOD,UT,805,32,0,0,837,FLOODS,UTAH,Utah
8075,2008,HAIL,UT,541,146.45,0,0,687.45,RAIN/HAIL,UTAH,Utah
8076,2008,HIGH WIND,UT,82,0,0,0,82,SURGE/SURF,UTAH,Utah
8077,2008,LANDSLIDE,UT,0.5,0,0,0,0.5,LAND SLIDES,UTAH,Utah
8078,2008,LIGHTNING,UT,454.5,50,8,17,504.5,LIGHTNING,UTAH,Utah
8079,2008,STRONG WIND,UT,0.5,0,0,0,0.5,WIND,UTAH,Utah
8080,2008,THUNDERSTORM WIND,UT,358,0,0,0,358,STORMS,UTAH,Utah
8081,2008,TORNADO,UT,551.21,502,1,87,1053.21,TORNADO,UTAH,Utah
8082,2008,TSTM WIND,UT,902,145.8,2,5,1047.8,STORMS,UTAH,Utah
8083,2008,TSTM WIND/HAIL,UT,10,5,0,0,15,RAIN/HAIL,UTAH,Utah
8084,2009,FLASH FLOOD,UT,1664,117,4,3,1781,FLOODS,UTAH,Utah
8085,2009,FLOOD,UT,282,31.5,0,0,313.5,FLOODS,UTAH,Utah
8086,2009,HAIL,UT,136,1.7,0,0,137.7,RAIN/HAIL,UTAH,Utah
8087,2009,HEAVY RAIN,UT,8,0,0,0,8,RAIN/HAIL,UTAH,Utah
8088,2009,HIGH WIND,UT,50,50,0,1,100,SURGE/SURF,UTAH,Utah
8089,2009,LIGHTNING,UT,76.7,0,2,2,76.7,LIGHTNING,UTAH,Utah
8090,2009,STRONG WIND,UT,17,0,0,0,17,WIND,UTAH,Utah
8091,2009,THUNDERSTORM WIND,UT,49,0,0,0,49,STORMS,UTAH,Utah
8092,2009,TORNADO,UT,757.03,101,0,1,858.03,TORNADO,UTAH,Utah
8093,2009,TSTM WIND,UT,73,32,0,0,105,STORMS,UTAH,Utah
8094,2009,TSTM WIND/HAIL,UT,2,0,0,2,2,RAIN/HAIL,UTAH,Utah
8095,2009,URBAN/SML STREAM FLD,UT,49,11,0,0,60,FLOODS,UTAH,Utah
8096,2009,WILDFIRE,UT,5,0,0,6,5,HOT/DRY WEATHER,UTAH,Utah
8097,2010,FLASH FLOOD,UT,710,0,0,0,710,FLOODS,UTAH,Utah
8098,2010,FLOOD,UT,530,0,0,0,530,FLOODS,UTAH,Utah
8099,2010,HAIL,UT,505,0,0,0,505,RAIN/HAIL,UTAH,Utah
8100,2010,HEAVY SNOW,UT,325,0,0,0,325,SNOW/ICE,UTAH,Utah
8101,2010,HIGH WIND,UT,60,0,0,0,60,SURGE/SURF,UTAH,Utah
8102,2010,LANDSLIDE,UT,12,0,0,0,12,LAND SLIDES,UTAH,Utah
8103,2010,LIGHTNING,UT,126,0,2,5,126,LIGHTNING,UTAH,Utah
8104,2010,STRONG WIND,UT,1,0,0,0,1,WIND,UTAH,Utah
8105,2010,WINTER STORM,UT,166,0,0,23,166,COLD WEATHER,UTAH,Utah
8106,2011,AVALANCHE,UT,0,0,3,1,0,AVALANCHE,UTAH,Utah
8107,2011,DENSE FOG,UT,20,0,1,2,20,FOG,UTAH,Utah
8108,2011,FLASH FLOOD,UT,70,0,0,2,70,FLOODS,UTAH,Utah
8109,2011,HEAVY SNOW,UT,800,0,0,40,800,SNOW/ICE,UTAH,Utah
8110,2011,HIGH WIND,UT,217,50,0,0,267,SURGE/SURF,UTAH,Utah
8111,2011,HIGH WINDS,UT,0.05,0,0,0,0.05,SURGE/SURF,UTAH,Utah
8112,2011,STRONG WIND,UT,5,0,0,0,5,WIND,UTAH,Utah
8113,2011,TORNADO,UT,25,0,0,0,25,TORNADO,UTAH,Utah
8114,2011,TSTM WIND,UT,20,0,0,0,20,STORMS,UTAH,Utah
8115,2011,WINTER STORM,UT,2500,50,3,24,2550,COLD WEATHER,UTAH,Utah
8116,2012,AVALANCHE,UT,0,0,15,6,0,AVALANCHE,UTAH,Utah
8117,2012,EXTREME COLD,UT,20,0,0,0,20,COLD WEATHER,UTAH,Utah
8118,2012,FLOOD,UT,821.7,0,0,0,821.7,FLOODS,UTAH,Utah
8119,2012,HEAVY SNOW,UT,750.25,0,2,50,750.25,SNOW/ICE,UTAH,Utah
8120,2012,HIGH WIND,UT,161.5,0,0,6,161.5,SURGE/SURF,UTAH,Utah
8121,2012,TORNADO,UT,7.5,0,0,0,7.5,TORNADO,UTAH,Utah
8122,2012,TSTM WIND,UT,40,0,0,0,40,STORMS,UTAH,Utah
8123,2012,WINTER STORM,UT,922.45,10,4,63,932.45,COLD WEATHER,UTAH,Utah
8124,2001,EXTREME COLD/WIND CHILL,VT,100,0,0,0,100,COLD WEATHER,VERMONT,Vermont
8125,2001,FLASH FLOOD,VT,510,0,0,0,510,FLOODS,VERMONT,Vermont
8126,2001,FLASH FLOOD/FLOOD,VT,5,0,0,0,5,FLOODS,VERMONT,Vermont
8127,2001,FLOOD,VT,1091.82,0,2,0,1091.82,FLOODS,VERMONT,Vermont
8128,2001,FREEZING RAIN,VT,700,0,0,0,700,RAIN/HAIL,VERMONT,Vermont
8129,2001,HEAVY SNOW,VT,600,0,0,0,600,SNOW/ICE,VERMONT,Vermont
8130,2001,HIGH WIND,VT,371,0,0,1,371,SURGE/SURF,VERMONT,Vermont
8131,2001,HIGH WINDS,VT,55,0,1,0,55,SURGE/SURF,VERMONT,Vermont
8132,2001,ICE STORM,VT,485.75,0,0,1,485.75,SNOW/ICE,VERMONT,Vermont
8133,2001,LIGHT FREEZING RAIN,VT,95,0,0,0,95,RAIN/HAIL,VERMONT,Vermont
8134,2001,LIGHT SNOW,VT,298,0,1,2,298,SNOW/ICE,VERMONT,Vermont
8135,2001,MIXED PRECIPITATION,VT,175,0,0,0,175,RAIN/HAIL,VERMONT,Vermont
8136,2001,MIXED PRECIPITATION,VT,56,0,0,0,56,RAIN/HAIL,VERMONT,Vermont
8137,2001,SNOW FREEZING RAIN,VT,125,0,0,0,125,RAIN/HAIL,VERMONT,Vermont
8138,2001,SNOW SQUALLS,VT,5,0,0,0,5,SNOW/ICE,VERMONT,Vermont
8139,2001,STRONG WIND,VT,45,0,0,0,45,WIND,VERMONT,Vermont
8140,2001,WINTER STORM,VT,2068.65,0,0,1,2068.65,COLD WEATHER,VERMONT,Vermont
8141,2001,WINTER WEATHER,VT,66,0,0,0,66,COLD WEATHER,VERMONT,Vermont
8142,2001,WINTER WEATHER/MIX,VT,700,0,0,0,700,COLD WEATHER,VERMONT,Vermont
8143,2002,FLOOD,VT,36,0,0,0,36,FLOODS,VERMONT,Vermont
8144,2002,FOG,VT,45,0,0,0,45,FOG,VERMONT,Vermont
8145,2002,FREEZING DRIZZLE,VT,15,0,0,0,15,RAIN/HAIL,VERMONT,Vermont
8146,2002,HEAVY MIX,VT,0.5,0,0,0,0.5,OTHER,VERMONT,Vermont
8147,2002,HEAVY SNOW,VT,1705,0,0,0,1705,SNOW/ICE,VERMONT,Vermont
8148,2002,HIGH WIND,VT,1175,0,0,2,1175,SURGE/SURF,VERMONT,Vermont
8149,2002,HIGH WINDS,VT,50,0,0,1,50,SURGE/SURF,VERMONT,Vermont
8150,2002,LIGHT FREEZING RAIN,VT,20,0,0,0,20,RAIN/HAIL,VERMONT,Vermont
8151,2002,LIGHT SNOW,VT,135,0,0,0,135,SNOW/ICE,VERMONT,Vermont
8152,2002,LIGHT SNOW,VT,178,0,0,0,178,SNOW/ICE,VERMONT,Vermont
8153,2002,LIGHTNING,VT,100,0,0,0,100,LIGHTNING,VERMONT,Vermont
8154,2002,MIXED PRECIPITATION,VT,235,0,0,0,235,RAIN/HAIL,VERMONT,Vermont
8155,2002,RECORD COLD,VT,500,0,0,0,500,COLD WEATHER,VERMONT,Vermont
8156,2002,SNOW FREEZING RAIN,VT,30,0,0,0,30,RAIN/HAIL,VERMONT,Vermont
8157,2002,SNOW SQUALLS,VT,8,0,0,0,8,SNOW/ICE,VERMONT,Vermont
8158,2002,SNOW/COLD,VT,500,0,0,0,500,COLD WEATHER,VERMONT,Vermont
8159,2002,STRONG WIND,VT,39,0,0,0,39,WIND,VERMONT,Vermont
8160,2002,TSTM WIND,VT,15,0,0,0,15,STORMS,VERMONT,Vermont
8161,2002,WINTER STORM,VT,2086,0,1,0,2086,COLD WEATHER,VERMONT,Vermont
8162,2002,WINTER WEATHER,VT,63,0,0,0,63,COLD WEATHER,VERMONT,Vermont
8163,2002,WINTER WEATHER/MIX,VT,426,0,1,0,426,COLD WEATHER,VERMONT,Vermont
8164,2003,BLIZZARD,VT,500,0,0,0,500,BLIZZARDS,VERMONT,Vermont
8165,2003,FLASH FLOOD,VT,260.5,0,0,0,260.5,FLOODS,VERMONT,Vermont
8166,2003,FLOOD,VT,543,0,0,3,543,FLOODS,VERMONT,Vermont
8167,2003,HAIL,VT,5,0,0,0,5,RAIN/HAIL,VERMONT,Vermont
8168,2003,HEAVY MIX,VT,500,0,0,0,500,OTHER,VERMONT,Vermont
8169,2003,HEAVY SNOW,VT,1265,0,0,0,1265,SNOW/ICE,VERMONT,Vermont
8170,2003,HIGH WIND,VT,335,0,0,0,335,SURGE/SURF,VERMONT,Vermont
8171,2003,HIGH WINDS,VT,500,0,0,0,500,SURGE/SURF,VERMONT,Vermont
8172,2003,LIGHT SNOW,VT,130,0,0,0,130,SNOW/ICE,VERMONT,Vermont
8173,2003,LIGHT SNOW,VT,123,0,0,0,123,SNOW/ICE,VERMONT,Vermont
8174,2003,MIXED PRECIPITATION,VT,65,0,0,0,65,RAIN/HAIL,VERMONT,Vermont
8175,2003,RECORD SNOW,VT,500,0,0,0,500,SNOW/ICE,VERMONT,Vermont
8176,2003,SNOW,VT,100,0,0,0,100,SNOW/ICE,VERMONT,Vermont
8177,2003,SNOW SQUALLS,VT,40,0,1,0,40,SNOW/ICE,VERMONT,Vermont
8178,2003,STRONG WIND,VT,30,0,0,0,30,WIND,VERMONT,Vermont
8179,2003,TORNADO,VT,25,0,0,0,25,TORNADO,VERMONT,Vermont
8180,2003,TSTM WIND,VT,10,0,0,0,10,STORMS,VERMONT,Vermont
8181,2003,WINTER STORM,VT,4305.5,70,0,1,4375.5,COLD WEATHER,VERMONT,Vermont
8182,2003,WINTER WEATHER,VT,73,0,0,0,73,COLD WEATHER,VERMONT,Vermont
8183,2003,WINTER WEATHER/MIX,VT,165,0,1,0,165,COLD WEATHER,VERMONT,Vermont
8184,2004,FLASH FLOOD,VT,1056.5,0,0,0,1056.5,FLOODS,VERMONT,Vermont
8185,2004,FLOOD,VT,5227.5,0,1,0,5227.5,FLOODS,VERMONT,Vermont
8186,2004,HEAVY MIX,VT,50,0,0,0,50,OTHER,VERMONT,Vermont
8187,2004,HEAVY SNOW,VT,5,0,0,0,5,SNOW/ICE,VERMONT,Vermont
8188,2004,HIGH WIND,VT,301,0,0,0,301,SURGE/SURF,VERMONT,Vermont
8189,2004,HIGH WINDS,VT,500,0,0,0,500,SURGE/SURF,VERMONT,Vermont
8190,2004,LAKESHORE FLOOD,VT,20,0,0,0,20,FLOODS,VERMONT,Vermont
8191,2004,LIGHT SNOW,VT,74,0,0,0,74,SNOW/ICE,VERMONT,Vermont
8192,2004,SNOW,VT,125,0,0,0,125,SNOW/ICE,VERMONT,Vermont
8193,2004,SNOW SQUALLS,VT,5,0,0,0,5,SNOW/ICE,VERMONT,Vermont
8194,2004,STRONG WIND,VT,67,0,0,0,67,WIND,VERMONT,Vermont
8195,2004,THUNDERSTORM WINDS,VT,45,0,0,0,45,STORMS,VERMONT,Vermont
8196,2004,WINTER STORM,VT,885,0,0,0,885,COLD WEATHER,VERMONT,Vermont
8197,2004,WINTER WEATHER,VT,50,0,0,0,50,COLD WEATHER,VERMONT,Vermont
8198,2004,WINTER WEATHER/MIX,VT,69,0,0,0,69,COLD WEATHER,VERMONT,Vermont
8199,2005,FLASH FLOOD,VT,2377.5,0,0,0,2377.5,FLOODS,VERMONT,Vermont
8200,2005,FLOOD,VT,2471,0,0,0,2471,FLOODS,VERMONT,Vermont
8201,2005,FROST/FREEZE,VT,0,50,0,0,50,COLD WEATHER,VERMONT,Vermont
8202,2005,HAIL,VT,123,0,0,0,123,RAIN/HAIL,VERMONT,Vermont
8203,2005,HIGH WIND,VT,30,0,0,0,30,SURGE/SURF,VERMONT,Vermont
8204,2005,LAKESHORE FLOOD,VT,3,0,0,0,3,FLOODS,VERMONT,Vermont
8205,2005,LIGHTNING,VT,375,0,0,1,375,LIGHTNING,VERMONT,Vermont
8206,2005,STRONG WIND,VT,67,0,0,0,67,WIND,VERMONT,Vermont
8207,2005,THUNDERSTORM WIND,VT,757,0,0,0,757,STORMS,VERMONT,Vermont
8208,2005,THUNDERSTORM WINDS,VT,17,0,0,3,17,STORMS,VERMONT,Vermont
8209,2005,TORNADO,VT,905,0,0,2,905,TORNADO,VERMONT,Vermont
8210,2005,TSTM WIND,VT,621,0,0,1,621,STORMS,VERMONT,Vermont
8211,2005,WIND,VT,2.4,0,0,0,2.4,WIND,VERMONT,Vermont
8212,2005,WINTER WEATHER/MIX,VT,4,0,0,0,4,COLD WEATHER,VERMONT,Vermont
8213,2006,FLASH FLOOD,VT,2714,700,0,0,3414,FLOODS,VERMONT,Vermont
8214,2006,FLOOD,VT,180,0,0,0,180,FLOODS,VERMONT,Vermont
8215,2006,HAIL,VT,32,0,0,0,32,RAIN/HAIL,VERMONT,Vermont
8216,2006,LIGHTNING,VT,427,0,1,4,427,LIGHTNING,VERMONT,Vermont
8217,2006,STRONG WIND,VT,112,0,1,0,112,WIND,VERMONT,Vermont
8218,2006,THUNDERSTORM WIND,VT,1193,0,0,0,1193,STORMS,VERMONT,Vermont
8219,2006,THUNDERSTORM WINDS,VT,86.5,0,0,0,86.5,STORMS,VERMONT,Vermont
8220,2006,TORNADO,VT,707,0,0,1,707,TORNADO,VERMONT,Vermont
8221,2006,TSTM WIND,VT,1438,10,0,4,1448,STORMS,VERMONT,Vermont
8222,2007,FLASH FLOOD,VT,8180.5,25,0,0,8205.5,FLOODS,VERMONT,Vermont
8223,2007,FLOOD,VT,287,0,0,1,287,FLOODS,VERMONT,Vermont
8224,2007,GUSTY WINDS,VT,10,0,0,0,10,WIND,VERMONT,Vermont
8225,2007,HAIL,VT,291,260,0,0,551,RAIN/HAIL,VERMONT,Vermont
8226,2007,HIGH WIND,VT,405,0,0,0,405,SURGE/SURF,VERMONT,Vermont
8227,2007,LIGHTNING,VT,2188,0,2,3,2188,LIGHTNING,VERMONT,Vermont
8228,2007,THUNDERSTORM WIND,VT,2648,210,0,0,2858,STORMS,VERMONT,Vermont
8229,2007,THUNDERSTORM WINDS,VT,730,0,0,0,730,STORMS,VERMONT,Vermont
8230,2007,TORNADO,VT,682.5,25,0,0,707.5,TORNADO,VERMONT,Vermont
8231,2007,TSTM WIND,VT,2036,0,3,18,2036,STORMS,VERMONT,Vermont
8232,2007,TSTM WIND/HAIL,VT,1,0,0,0,1,RAIN/HAIL,VERMONT,Vermont
8233,2007,URBAN FLOOD,VT,5.5,0,0,0,5.5,FLOODS,VERMONT,Vermont
8234,2008,FLASH FLOOD,VT,3511.2,14,3,0,3525.2,FLOODS,VERMONT,Vermont
8235,2008,FLOOD,VT,2506,961,1,1,3467,FLOODS,VERMONT,Vermont
8236,2008,HAIL,VT,5,0,0,0,5,RAIN/HAIL,VERMONT,Vermont
8237,2008,HEAVY RAIN,VT,160,0,0,0,160,RAIN/HAIL,VERMONT,Vermont
8238,2008,HIGH WIND,VT,770,250,0,0,1020,SURGE/SURF,VERMONT,Vermont
8239,2008,LIGHTNING,VT,1375.5,0,0,1,1375.5,LIGHTNING,VERMONT,Vermont
8240,2008,STRONG WIND,VT,215,0,0,0,215,WIND,VERMONT,Vermont
8241,2008,THUNDERSTORM WIND,VT,3846.5,30,0,0,3876.5,STORMS,VERMONT,Vermont
8242,2008,THUNDERSTORM WINDS,VT,1552,0,0,7,1552,STORMS,VERMONT,Vermont
8243,2008,TORNADO,VT,107.75,0,0,7,107.75,TORNADO,VERMONT,Vermont
8244,2008,TSTM WIND,VT,1107,0,0,0,1107,STORMS,VERMONT,Vermont
8245,2008,URBAN FLOOD,VT,20,0,0,0,20,FLOODS,VERMONT,Vermont
8246,2009,FLOOD,VT,777,0,0,0,777,FLOODS,VERMONT,Vermont
8247,2009,FROST,VT,0,5,0,0,5,COLD WEATHER,VERMONT,Vermont
8248,2009,HIGH WIND,VT,2585,35,1,0,2620,SURGE/SURF,VERMONT,Vermont
8249,2009,HIGH WINDS,VT,5,0,0,0,5,SURGE/SURF,VERMONT,Vermont
8250,2009,LIGHTNING,VT,60,0,0,0,60,LIGHTNING,VERMONT,Vermont
8251,2009,STRONG WIND,VT,6,0,0,0,6,WIND,VERMONT,Vermont
8252,2009,THUNDERSTORM WIND,VT,100,0,0,0,100,STORMS,VERMONT,Vermont
8253,2009,THUNDERSTORM WINDS,VT,7,0,0,0,7,STORMS,VERMONT,Vermont
8254,2009,TORNADO,VT,500,50,0,0,550,TORNADO,VERMONT,Vermont
8255,2009,TSTM WIND,VT,193,0,0,0,193,STORMS,VERMONT,Vermont
8256,2010,FLASH FLOOD,VT,510,0,0,0,510,FLOODS,VERMONT,Vermont
8257,2010,FLOOD,VT,591,0,0,0,591,FLOODS,VERMONT,Vermont
8258,2010,HEAVY SNOW,VT,10,0,0,0,10,SNOW/ICE,VERMONT,Vermont
8259,2010,HIGH WIND,VT,379,0,0,0,379,SURGE/SURF,VERMONT,Vermont
8260,2010,HIGH WINDS,VT,265,0,0,0,265,SURGE/SURF,VERMONT,Vermont
8261,2010,LIGHT SNOW,VT,120,0,0,0,120,SNOW/ICE,VERMONT,Vermont
8262,2010,STRONG WIND,VT,34,0,0,0,34,WIND,VERMONT,Vermont
8263,2010,TORNADO,VT,25,0,0,0,25,TORNADO,VERMONT,Vermont
8264,2010,WINTER STORM,VT,865,0,0,0,865,COLD WEATHER,VERMONT,Vermont
8265,2010,WINTER WEATHER,VT,25,0,0,0,25,COLD WEATHER,VERMONT,Vermont
8266,2010,WINTER WEATHER/MIX,VT,150,0,0,0,150,COLD WEATHER,VERMONT,Vermont
8267,2011,FLOOD,VT,65,0,0,0,65,FLOODS,VERMONT,Vermont
8268,2011,HEAVY MIX,VT,50,0,0,0,50,OTHER,VERMONT,Vermont
8269,2011,HEAVY SNOW,VT,545,0,0,0,545,SNOW/ICE,VERMONT,Vermont
8270,2011,HIGH WIND,VT,366.5,0,0,0,366.5,SURGE/SURF,VERMONT,Vermont
8271,2011,HIGH WINDS,VT,500,0,0,0,500,SURGE/SURF,VERMONT,Vermont
8272,2011,LIGHT FREEZING RAIN,VT,65,0,0,0,65,RAIN/HAIL,VERMONT,Vermont
8273,2011,LIGHT SNOW,VT,198,0,0,0,198,SNOW/ICE,VERMONT,Vermont
8274,2011,LIGHTNING,VT,50,0,0,0,50,LIGHTNING,VERMONT,Vermont
8275,2011,SNOW SQUALLS,VT,15,0,0,0,15,SNOW/ICE,VERMONT,Vermont
8276,2011,STRONG WIND,VT,42,0,0,0,42,WIND,VERMONT,Vermont
8277,2011,TSTM WIND,VT,50,0,0,1,50,STORMS,VERMONT,Vermont
8278,2011,WINTER STORM,VT,891,0,0,4,891,COLD WEATHER,VERMONT,Vermont
8279,2011,WINTER WEATHER,VT,39,0,0,0,39,COLD WEATHER,VERMONT,Vermont
8280,2011,WINTER WEATHER/MIX,VT,140,0,0,0,140,COLD WEATHER,VERMONT,Vermont
8281,2012,FLASH FLOOD,VT,25,0,0,0,25,FLOODS,VERMONT,Vermont
8282,2012,FLOOD,VT,476,0,0,0,476,FLOODS,VERMONT,Vermont
8283,2012,FREEZING DRIZZLE,VT,50,0,0,0,50,RAIN/HAIL,VERMONT,Vermont
8284,2012,HEAVY SNOW,VT,740,0,1,0,740,SNOW/ICE,VERMONT,Vermont
8285,2012,HIGH WIND,VT,1340,0,0,0,1340,SURGE/SURF,VERMONT,Vermont
8286,2012,LIGHT FREEZING RAIN,VT,197,0,0,0,197,RAIN/HAIL,VERMONT,Vermont
8287,2012,LIGHT SNOW,VT,10,0,0,0,10,SNOW/ICE,VERMONT,Vermont
8288,2012,LIGHT SNOW,VT,337,0,0,0,337,SNOW/ICE,VERMONT,Vermont
8289,2012,LIGHT SNOWFALL,VT,85,0,0,0,85,SNOW/ICE,VERMONT,Vermont
8290,2012,SNOW,VT,80,0,0,0,80,SNOW/ICE,VERMONT,Vermont
8291,2012,SNOW/FREEZING RAIN,VT,0.2,0,0,0,0.2,RAIN/HAIL,VERMONT,Vermont
8292,2012,SNOW/SLEET,VT,0.3,0,0,0,0.3,SNOW/ICE,VERMONT,Vermont
8293,2012,STRONG WIND,VT,162,0,0,0,162,WIND,VERMONT,Vermont
8294,2012,THUNDERSTORM WIND,VT,40,0,0,0,40,STORMS,VERMONT,Vermont
8295,2012,WIND DAMAGE,VT,10,0,0,0,10,WIND,VERMONT,Vermont
8296,2012,WINTER STORM,VT,2965,0,1,0,2965,COLD WEATHER,VERMONT,Vermont
8297,2012,WINTER WEATHER,VT,118,0,0,0,118,COLD WEATHER,VERMONT,Vermont
8298,2012,WINTER WEATHER/MIX,VT,572,0,0,0,572,COLD WEATHER,VERMONT,Vermont
8299,2001,BLIZZARD,VA,350,0,1,1,350,BLIZZARDS,VIRGINIA,Virginia
8300,2001,COASTAL FLOODING,VA,1.5,0,0,0,1.5,FLOODS,VIRGINIA,Virginia
8301,2001,COLD,VA,5,0,0,0,5,COLD WEATHER,VIRGINIA,Virginia
8302,2001,DRY MICROBURST,VA,30,0,0,0,30,WIND,VIRGINIA,Virginia
8303,2001,EXTREME COLD,VA,0,0,1,0,0,COLD WEATHER,VIRGINIA,Virginia
8304,2001,FLASH FLOOD,VA,6731.2,0,1,0,6731.2,FLOODS,VIRGINIA,Virginia
8305,2001,FLOOD,VA,952,81,4,1,1033,FLOODS,VIRGINIA,Virginia
8306,2001,FLOOD/FLASH FLOOD,VA,1529,0,0,0,1529,FLOODS,VIRGINIA,Virginia
8307,2001,GUSTY WINDS,VA,2,0,0,0,2,WIND,VIRGINIA,Virginia
8308,2001,HEAVY SNOW,VA,1180.5,0,2,1,1180.5,SNOW/ICE,VIRGINIA,Virginia
8309,2001,HEAVY SURF/HIGH SURF,VA,0,0,1,1,0,SURGE/SURF,VIRGINIA,Virginia
